"","BINCODE","NAME"
"1666","_13.1.5.3_","amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine"
"1667","_16.1.1.3_","secondary metabolism.isoprenoids.non-mevalonate pathway.CMS"
"1668","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"1669","_35.2_","not assigned.unknown"
"1670","_29.2.1.2.2.22_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22"
"1671","_29.3.3_","protein.targeting.chloroplast"
"1672","_29.2.3_","protein.synthesis.initiation"
"1673","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1674","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"1675","_2.2.1.3.3_","major CHO metabolism.degradation.sucrose.invertases.vacuolar"
"1676","_34.21_","transport.calcium"
"1677","_29.8_","protein.assembly and cofactor ligation"
"1678","_15.3_","metal handling.regulation"
"1679","_35.2_","not assigned.unknown"
"1680","_29.5.7_","protein.degradation.metalloprotease"
"1681","_6.3_","gluconeogenesis / glyoxylate cycle.Malate DH"
"1682","_31.4_","cell.vesicle transport"
"1683","_35.2_","not assigned.unknown"
"1684","_27.3.69_","RNA.regulation of transcription.SET-domain transcriptional regulator family"
"1685","_35.1_","not assigned.no ontology"
"1686","_25_","C1-metabolism"
"1687","_14.5_","S-assimilation.sulfite oxidase"
"1688","_29.1.22_","protein.aa activation.asparagine-tRNA ligase"
"1689","_9.9_","mitochondrial electron transport / ATP synthesis.F1-ATPase"
"1690","_5.3_, _26.11_","fermentation.ADH, misc.alcohol dehydrogenases"
"1691","_35.2_","not assigned.unknown"
"1692","_18.3.2_","Co-factor and vitamine metabolism.riboflavin.riboflavin synthase"
"1693","_35.1_","not assigned.no ontology"
"1694","_29.2.1.2.1.11_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S11"
"1695","_31.1_","cell.organisation"
"1696","_29.4.1_, _30.1_","protein.postranslational modification.kinase, signalling.in sugar and nutrient physiology"
"1697","_21.6_","redox.dismutases and catalases"
"1698","_35.2_","not assigned.unknown"
"1699","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"1700","_11.1.3_","lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase"
"1701","_29.2.1.2.1.7_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7"
"1702","_29.6_","protein.folding"
"1703","_29.2.1.1.1.2.29_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L29"
"1704","_16.2.1.6_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT"
"1705","_1.2_","PS.photorespiration"
"1706","_1.2.5_","PS.photorespiration.serine hydroxymethyltransferase"
"1707","_1.3.11_","PS.calvin cycle.RPE"
"1708","_20.2.1_","stress.abiotic.heat"
"1709","_35.2_","not assigned.unknown"
"1710","_23.4.10_","nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase"
"1711","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"1712","_35.2_","not assigned.unknown"
"1713","_30.5_","signalling.G-proteins"
"1714","_26.21_","misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"
"1715","_26.1_","misc.misc2"
"1716","_26.7_","misc.oxidases - copper, flavone etc"
"1717","_26.6_","misc.O-methyl transferases"
"1718","_29.5_","protein.degradation"
"1719","_13.1.3.4_","amino acid metabolism.synthesis.aspartate family.methionine"
"1720","_35.1.41_","not assigned.no ontology.hydroxyproline rich proteins"
"1721","_35.1_","not assigned.no ontology"
"1722","_8.1.5_","TCA / org transformation.TCA.2-oxoglutarate dehydrogenase"
"1723","_34.99_","transport.misc"
"1724","_35.2_","not assigned.unknown"
"1725","_10.1.5_","cell wall.precursor synthesis.UXS"
"1726","_23.3.3_","nucleotide metabolism.salvage.NUDIX hydrolases"
"1727","_30.5_","signalling.G-proteins"
"1728","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1729","_23.3.1.1_","nucleotide metabolism.salvage.phosphoribosyltransferases.aprt"
"1730","_35.2_","not assigned.unknown"
"1731","_29.2.3_","protein.synthesis.initiation"
"1732","_29.2.1.1.1.2.13_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L13"
"1733","_35.1.40_","not assigned.no ontology.glycine rich proteins"
"1734","_35.2_","not assigned.unknown"
"1735","_3.5_","minor CHO metabolism.others"
"1736","_2.2.1.5_","major CHO metabolism.degradation.sucrose.Susy"
"1737","_17.1.1.1.10_","hormone metabolism.abscisic acid.synthesis-degradation.synthesis.9-cis-epoxycarotenoid dioxygenase"
"1738","_34.1.1.3_","transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit D"
"1739","_35.1_","not assigned.no ontology"
"1740","_35.1_","not assigned.no ontology"
"1741","_21.5_","redox.peroxiredoxin"
"1742","_34.1_","transport.p- and v-ATPases"
"1743","_16.8.4_, _16.8.4.2_, _20.1_, _26.2_","secondary metabolism.flavonoids.flavonols, secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase, stress.biotic, misc.UDP glucosyl and glucoronyl transferases"
"1744","_8.1.2_","TCA / org transformation.TCA.CS"
"1745","_27.4_","RNA.RNA binding"
"1746","_30.5_","signalling.G-proteins"
"1747","_35.1_","not assigned.no ontology"
"1748","_35.1_","not assigned.no ontology"
"1749","_34.5_","transport.ammonium"
"1750","_1.3.10_, _7.2.4_","PS.calvin cycle.Rib5P Isomerase, OPP.non-reductive PP.ribose 5-phosphate isomerase"
"1751","_13.2.6.3_","amino acid metabolism.degradation.aromatic aa.tryptophan"
"1752","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1753","_26.7_","misc.oxidases - copper, flavone etc"
"1754","_29.2.1.1.1.2.31_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L31"
"1755","_2.2.2.10_","major CHO metabolism.degradation.starch.laforin like phosphoglucan phosphatase (SEX4)"
"1756","_29.1.6_","protein.aa activation.lysine-tRNA ligase"
"1757","_35.1.42_","not assigned.no ontology.proline rich family"
"1758","_34.1.1.6_","transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit H"
"1759","_29.2.1.2.1.24_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24"
"1760","_20.1_","stress.biotic"
"1761","_29.5_","protein.degradation"
"1762","_33.99_","development.unspecified"
"1763","_29.5.5_","protein.degradation.serine protease"
"1764","_35.2_","not assigned.unknown"
"1765","_15.2_","metal handling.binding, chelation and storage"
"1766","_4.2.14_","glycolysis.plastid branch.pyruvate kinase (PK)"
"1767","_29.6_","protein.folding"
"1768","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1769","_24.2_","Biodegradation of Xenobiotics.lactoylglutathione lyase"
"1770","_16.1.3.1_","secondary metabolism.isoprenoids.tocopherol biosynthesis.hydroxyphenylpyruvate dioxygenase"
"1771","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"1772","_29.1_","protein.aa activation"
"1773","_5.3_","fermentation.ADH"
"1774","_1.1.40_","PS.lightreaction.cyclic electron flow-chlororespiration"
"1775","_35.2_","not assigned.unknown"
"1776","_23.5.3_","nucleotide metabolism.deoxynucleotide metabolism.cytosine deaminase"
"1777","_30.5_","signalling.G-proteins"
"1778","_35.2_","not assigned.unknown"
"1779","_34.16_","transport.ABC transporters and multidrug resistance systems"
"1780","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"1781","_29.2.1.2.2.513_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13A"
"1782","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"1783","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1784","_27.4_","RNA.RNA binding"
"1785","_13.1.3.2.1_","amino acid metabolism.synthesis.aspartate family.threonine.threonine synthase"
"1786","_21.99_","redox.misc"
"1787","_30.5_","signalling.G-proteins"
"1788","_29.2.1.1.1.2.2_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L2"
"1789","_13.1.5.3.1_","amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL"
"1790","_29.2.1.2.2.18_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18"
"1791","_26.9_","misc.glutathione S transferases"
"1792","_29.2.1.1.1.1.9_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S9"
"1793","_13.2.6.2_","amino acid metabolism.degradation.aromatic aa.tyrosine"
"1794","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1795","_35.1_","not assigned.no ontology"
"1796","_27.3.67_, _27.3.99_","RNA.regulation of transcription.putative transcription regulator, RNA.regulation of transcription.unclassified"
"1797","_35.2_","not assigned.unknown"
"1798","_16.8.5.1_","secondary metabolism.flavonoids.isoflavones.isoflavone reductase"
"1799","_29.3.3_","protein.targeting.chloroplast"
"1800","_30.4.3_","signalling.phosphinositides.bis(5-nucleosyl)-tetraphosphatase"
"1801","_35.2_","not assigned.unknown"
"1802","_29.1.20_","protein.aa activation.phenylalanine-tRNA ligase"
"1803","_25.10_","C1-metabolism.formate dehydrogenase"
"1804","_21.1_","redox.thioredoxin"
"1805","_35.2_","not assigned.unknown"
"1806","_28.1_","DNA.synthesis/chromatin structure"
"1807","_27.1.10.1.2_","RNA.processing.plastidial RNA.RNE Complex.RHON1"
"1808","_29.4_, _30.5_, _33.99_","protein.postranslational modification, signalling.G-proteins, development.unspecified"
"1809","_29.2.1.2.1.17_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S17"
"1810","_35.2_","not assigned.unknown"
"1811","_29.2.1.2.2.22_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22"
"1812","_17.7.1.2_","hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase"
"1813","_30.3_","signalling.calcium"
"1814","_29.2.1.1.1.1.15_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S15"
"1815","_25.2_","C1-metabolism.formate-tetrahydrofolate ligase"
"1816","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1817","_27.3.99_","RNA.regulation of transcription.unclassified"
"1818","_1.1.6_","PS.lightreaction.NADH DH"
"1819","_34.18_, _34.20_","transport.unspecified anions, transport.porins"
"1820","_34.99_","transport.misc"
"1821","_8.1.7_","TCA / org transformation.TCA.succinate dehydrogenase"
"1822","_23.4.99_","nucleotide metabolism.phosphotransfer and pyrophosphatases.misc"
"1823","_10.8.1_, _26.7_","cell wall.pectin*esterases.PME, misc.oxidases - copper, flavone etc"
"1824","_35.2_","not assigned.unknown"
"1825","_31.2_","cell.division"
"1826","_29.2.1.2.2.35_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L35"
"1827","_35.1_","not assigned.no ontology"
"1828","_31.2_","cell.division"
"1829","_29.8_","protein.assembly and cofactor ligation"
"1830","_27.1_","RNA.processing"
"1831","_13.2.4.1_, _13.2.4.5_","amino acid metabolism.degradation.branched chain group.shared, amino acid metabolism.degradation.branched chain group.isoleucine"
"1832","_29.5_","protein.degradation"
"1833","_29.4_, _29.4.1_","protein.postranslational modification, protein.postranslational modification.kinase"
"1834","_29.5_","protein.degradation"
"1835","_30.5_","signalling.G-proteins"
"1836","_13.1.3.4.2_","amino acid metabolism.synthesis.aspartate family.methionine.cystathionine beta-lyase"
"1837","_35.2_","not assigned.unknown"
"1838","_29.2.4_","protein.synthesis.elongation"
"1839","_29.2.2.1_","protein.synthesis.ribosome biogenesis.export from nucleus"
"1840","_26.8_","misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
"1841","_4.1.6_","glycolysis.cytosolic branch.fructose-2,6-bisphosphatase (Fru2,6BisPase)"
"1842","_29.6_","protein.folding"
"1843","_29.5_","protein.degradation"
"1844","_28.1_","DNA.synthesis/chromatin structure"
"1845","_26.3_","misc.gluco-, galacto- and mannosidases"
"1846","_29.5_","protein.degradation"
"1847","_9.7_","mitochondrial electron transport / ATP synthesis.cytochrome c oxidase"
"1848","_29.2.1.1.1.2.28_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L28"
"1849","_17.1.1.1.10_","hormone metabolism.abscisic acid.synthesis-degradation.synthesis.9-cis-epoxycarotenoid dioxygenase"
"1850","_13.1.2.3.3_","amino acid metabolism.synthesis.glutamate family.arginine.N-Acetylglutamate-5-P reductase"
"1851","_13.2.2.3_","amino acid metabolism.degradation.glutamate family.arginine"
"1852","_35.1_","not assigned.no ontology"
"1853","_1.1.6_","PS.lightreaction.NADH DH"
"1854","_34.13_","transport.peptides and oligopeptides"
"1855","_28.99_","DNA.unspecified"
"1856","_30.11_","signalling.light"
"1857","_35.2_","not assigned.unknown"
"1858","_20.2.99_","stress.abiotic.unspecified"
"1859","_29.2.1.2.1.7_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7"
"1860","_21.1_","redox.thioredoxin"
"1861","_20.2.3_","stress.abiotic.drought/salt"
"1862","_34.1.1_","transport.p- and v-ATPases.H+-transporting two-sector ATPase"
"1863","_35.1_","not assigned.no ontology"
"1864","_17.5.1_, _17.7.1_","hormone metabolism.ethylene.synthesis-degradation, hormone metabolism.jasmonate.synthesis-degradation"
"1865","_35.1.5_","not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"
"1866","_30.5_","signalling.G-proteins"
"1867","_21.1_","redox.thioredoxin"
"1868","_21.1_","redox.thioredoxin"
"1869","_1.3.6_, _4.1.10_, _4.3.10_","PS.calvin cycle.aldolase, glycolysis.cytosolic branch.aldolase, glycolysis.unclear/dually targeted.aldolase"
"1870","_31.4_","cell.vesicle transport"
"1871","_16.5.1.1.4.1_, _16.8.3.3_, _26.10_","secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase, secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3-monooxygenase, misc.cytochrome P450"
"1872","_20.1.7_","stress.biotic.PR-proteins"
"1873","_29.5_","protein.degradation"
"1874","_29.2.1.2.2.32_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L32"
"1875","_29.2.1.1.1.2.16_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L16"
"1876","_21.6_","redox.dismutases and catalases"
"1877","_10.1.1.1_","cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose"
"1878","_1.3.6_","PS.calvin cycle.aldolase"
"1879","_35.2_","not assigned.unknown"
"1880","_11.9.4.4_, _13.2.6.3_","lipid metabolism.lipid degradation.beta-oxidation.hydroxybutyryl CoA DH, amino acid metabolism.degradation.aromatic aa.tryptophan"
"1881","_17.7.1.5_","hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase"
"1882","_29.2.1.2.2.26_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L26"
"1883","_8.2.10_","TCA / org transformation.other organic acid transformatons.malic"
"1884","_35.2_","not assigned.unknown"
"1885","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1886","_26.7_","misc.oxidases - copper, flavone etc"
"1887","_26.1_","misc.misc2"
"1888","_27.4_","RNA.RNA binding"
"1889","_29.6_","protein.folding"
"1890","_35.2_","not assigned.unknown"
"1891","_29.5.11.4.2_","protein.degradation.ubiquitin.E3.RING"
"1892","_8.2.10_","TCA / org transformation.other organic acid transformatons.malic"
"1893","_29.2.1.1.1.2.24_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L24"
"1894","_27.4_","RNA.RNA binding"
"1895","_19.99_","tetrapyrrole synthesis.unspecified"
"1896","_35.2_","not assigned.unknown"
"1897","_15.2_","metal handling.binding, chelation and storage"
"1898","_35.1_","not assigned.no ontology"
"1899","_2.1.2.1_","major CHO metabolism.synthesis.starch.AGPase"
"1900","_29.5.3_","protein.degradation.cysteine protease"
"1901","_16.2_","secondary metabolism.phenylpropanoids"
"1902","_29.4_","protein.postranslational modification"
"1903","_35.1_","not assigned.no ontology"
"1904","_26.9_","misc.glutathione S transferases"
"1905","_35.2_","not assigned.unknown"
"1906","_35.2_","not assigned.unknown"
"1907","_21.2.1.4_","redox.ascorbate and glutathione.ascorbate.L-galactose dehydrogenase"
"1908","_28.1.3.2.1_","DNA.synthesis/chromatin structure.histone.core.H2A"
"1909","_29.2.1.1.1.1.19_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S19"
"1910","_23.2.1.5_","nucleotide metabolism.degradation.pyrimidine.beta-ureidopropionase"
"1911","_33.99_","development.unspecified"
"1912","_1.3.11_","PS.calvin cycle.RPE"
"1913","_29.2.1.1.1.1.18_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S18"
"1914","_28.1_","DNA.synthesis/chromatin structure"
"1915","_27.1.2_","RNA.processing.RNA helicase"
"1916","_19.8_","tetrapyrrole synthesis.coproporphyrinogen III oxidase"
"1917","_26.1_","misc.misc2"
"1918","_35.2_","not assigned.unknown"
"1919","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"1920","_29.2.1.2.1.20_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S20"
"1921","_17.2.2_, _33.99_","hormone metabolism.auxin.signal transduction, development.unspecified"
"1922","_29.4_, _29.6_","protein.postranslational modification, protein.folding"
"1923","_29.3.4.4_","protein.targeting.secretory pathway.plasma membrane"
"1924","_25_","C1-metabolism"
"1925","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"1926","_21.1_","redox.thioredoxin"
"1927","_20.2.2_","stress.abiotic.cold"
"1928","_5.2_","fermentation.PDC"
"1929","_29.6_","protein.folding"
"1930","_17.1.1.1.11_","hormone metabolism.abscisic acid.synthesis-degradation.synthesis.short chain alcohol dehydrogenmase (ABA2)"
"1931","_29.2.1.2.2.8_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L8"
"1932","_29.2.1.2.2.57_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A"
"1933","_26.3_","misc.gluco-, galacto- and mannosidases"
"1934","_3.5_","minor CHO metabolism.others"
"1935","_7.1.1_","OPP.oxidative PP.G6PD"
"1936","_30.5_","signalling.G-proteins"
"1937","_35.2_","not assigned.unknown"
"1938","_31.4_","cell.vesicle transport"
"1939","_27.4_","RNA.RNA binding"
"1940","_29.5.11.3_","protein.degradation.ubiquitin.E2"
"1941","_29.2.1.2.2.9_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L9"
"1942","_27.1.2_","RNA.processing.RNA helicase"
"1943","_34.7_","transport.phosphate"
"1944","_2.1.1.2_","major CHO metabolism.synthesis.sucrose.SPP"
"1945","_29.2.1.2.1.27_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27"
"1946","_35.2_","not assigned.unknown"
"1947","_27.1.19_","RNA.processing.ribonucleases"
"1948","_31.4_","cell.vesicle transport"
"1949","_29.2.1.2.2.523_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23A"
"1950","_34.2_","transport.sugars"
"1951","_26.8_","misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
"1952","_26.1_","misc.misc2"
"1953","_18_","Co-factor and vitamine metabolism"
"1954","_35.1_","not assigned.no ontology"
"1955","_1_","PS"
"1956","_29.7.5_, _29.7.8_","protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI), protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)"
"1957","_27.3.23_, _27.3.99_","RNA.regulation of transcription.HSF,Heat-shock transcription factor family, RNA.regulation of transcription.unclassified"
"1958","_21.99_","redox.misc"
"1959","_29.5.11_","protein.degradation.ubiquitin"
"1960","_29.5_","protein.degradation"
"1961","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1962","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"1963","_16.1.3.5_","secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase"
"1964","_21.2_","redox.ascorbate and glutathione"
"1965","_29.8_","protein.assembly and cofactor ligation"
"1966","_29.5.5_","protein.degradation.serine protease"
"1967","_27.3.99_","RNA.regulation of transcription.unclassified"
"1968","_29.5.5_","protein.degradation.serine protease"
"1969","_35.2_","not assigned.unknown"
"1970","_29.2.1.1.1.1.11_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S11"
"1971","_27.1_","RNA.processing"
"1972","_1.3.1_","PS.calvin cycle.rubisco large subunit"
"1973","_29.4_, _29.6_","protein.postranslational modification, protein.folding"
"1974","_29.2.3_","protein.synthesis.initiation"
"1975","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1976","_35.2_","not assigned.unknown"
"1977","_23.1.2.5_","nucleotide metabolism.synthesis.purine.AIR synthase"
"1978","_27.3.12_","RNA.regulation of transcription.C3H zinc finger family"
"1979","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1980","_27.4_","RNA.RNA binding"
"1981","_29.2.1.2.1.23_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S23"
"1982","_31.3.1_","cell.cycle.peptidylprolyl isomerase"
"1983","_3.4.5_","minor CHO metabolism.myo-inositol.inositol phosphatase"
"1984","_35.2_","not assigned.unknown"
"1985","_29.2.1.2.1.5_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S5"
"1986","_9.5_","mitochondrial electron transport / ATP synthesis.cytochrome c reductase"
"1987","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"1988","_35.1_","not assigned.no ontology"
"1989","_29.2.1.2.1.10_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10"
"1990","_34.8_","transport.metabolite transporters at the envelope membrane"
"1991","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"1992","_28.1.3.2.1_","DNA.synthesis/chromatin structure.histone.core.H2A"
"1993","_27.4_","RNA.RNA binding"
"1994","_29.2.1.2.2.30_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L30"
"1995","_35.2_","not assigned.unknown"
"1996","_9.5_","mitochondrial electron transport / ATP synthesis.cytochrome c reductase"
"1997","_27.1_","RNA.processing"
"1998","_29.2.1.2.1.31_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA"
"1999","_27.1_, _27.3.99_","RNA.processing, RNA.regulation of transcription.unclassified"
"2000","_29.8_","protein.assembly and cofactor ligation"
"2001","_29.2.1.1.1.2.14_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L14"
