batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
,,T040,0,,orirev,orirev,-42.89581,147.23627,1249,1264,Proteaceae,sen,1,none,Tasmania_MW,TAS_Mt_Wellington,150302,0.21678,0.05416,0.05068,0.05036,0.05948,0.04668,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05948,0.08464,#DIV/0!,0,21.5198386,0.00210
,,RH012,0,,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,sen,3,313,Round_Hill,NSW_Round_Hill,150405,0.32068,0.06822,0.05218,0.06644,0.12950,0.10140,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12950,0.0931,#DIV/0!,0,21.6988417,0.00434
,,QL125,0,,acafla,acafla,-18.43758,146.13636,,,Fabaceae,sen,2,351,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.90198,0.07358,0.07430,0.05312,0.69654,0.54266,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69654,0.54266,#DIV/0!,0,22.09205501,0.00444
,,QL219,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,sen,3,390,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.18646,0.06186,0.06214,,0.06094,0.04654,,0,0,0,0,0,1,0.0,,Not enough tissue for rep 3,Not enough tissue for rep 3,,,,,,,,,,,,,,,,,,,,,,,,,0.06094,0.04654,#DIV/0!,0,23.6297998,0.00152
,,YG130,0,,gremuc,gremuc,-32.78244,150.92318,,,Proteaceae,sen,3,108,Yengo_N,NSW_Yengo_N,140608,,0.05686,0.08060,0.06576,0.05952,0.04530,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05952,0.38636,#DIV/0!,#DIV/0!,23.89112903,-0.26274
,,QL217,0,,aca? (fuzzy),acajul,-18.229,145.53618,,,Fabaceae,sen,1,388,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150815,0.18058,0.06586,0.05018,,0.06298,0.04776,,0,0,0,0,0,1,0.0,,Not enough tissue for rep 3,Not enough tissue for rep 3,,,,,,,,,,,,,,,,,,,,,,,,,0.06298,0.04776,#DIV/0!,0,24.16640203,0.00156
,,KG136,0,,eucobl,eucobl,-33.68188,151.14428,,,Myrtaceae,sen,3,88,Kuringai_MT_bottom,NSW_Kuringai_bottom,140617,0.52792,0.06476,0.06362,0.06602,0.32954,0.24990,,0,0,0,0,0,2,0.0,,KG144 replaces KG136,KG144 replaces KG136,,,,,,,,,,,,,,,,,,,,,,,,,0.32954,0.2499,#DIV/0!,0,24.1670207,0.00398
,,QL322,0,,euc?,eucdis,-18.15871,142.21484,,,Myrtaceae,sen,1,428,Croydon_QLD,QLD_Croydon,150822,0.27736,0.07100,0.07286,0.05910,0.07052,0.05330,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07052,0.0533,#DIV/0!,0,24.41860465,0.00388
,,QL353,0,,grepar,grepar,-18.21837,142.27066,,,Proteaceae,sen,2,421,Croydon_QLD,QLD_Croydon,150822,0.68724,0.05854,0.07392,0.07498,0.39182,0.29534,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39182,0.29534,#DIV/0!,0,24.62355163,0.08798
,,QL301,0,,euc? (stringy bark),eucmed,-18.29734,145.48915,,,Myrtaceae,sen,1,413,Princess_Hill_QLD,QLD_Princess_Hill,150819,0.16282,0.06344,,,0.09728,0.07322,,0,0,0,0,0,1,0.0,,Not enough tissue for tech reps 2 and 3,Not enough tissue for tech reps 2 and 3,,,,,,,,,,,,,,,,,,,,,,,,,0.09728,0.07322,#DIV/0!,0,24.73273026,0.00210
,,KG068,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,sen,3,38,Kuringai_MT_top,NSW_Kuringai_top,140611,,0.08922,0.04788,0.11508,0.12944,0.09674,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,from a different plant,from a different plant,,,,,,,,,,,,,,,,,,,,,,,,,0.12944,0.09674,#DIV/0!,#DIV/0!,25.26266996,-0.38162
,,QL057,0,,acacel,acacel,-17.36894,145.74353,,,Fabaceae,sen,3,329,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.64696,0.07958,0.05546,0.06876,0.43818,0.32746,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43818,0.32746,#DIV/0!,0,25.26815464,0.00498
,,T044,0,,orirev,orirev,-42.89581,147.23627,1249,1264,Proteaceae,sen,2,none,Tasmania_MW,TAS_Mt_Wellington,150302,0.13814,0.05400,0.04634,,0.03808,0.02840,,0,0,0,0,0,1,0.0,,no reading for rep3,no reading for rep3,,,,,,,,,,,,,,,,,,,,,,,,,0.03808,0.19858,#DIV/0!,0,25.42016807,-0.00028
,,KG001,0,,acauli,acauli,-33.6933,151.14541,,,Fabaceae,sen,1,95,Kuringai_MT_top,NSW_Kuringai_top,140529,,0.05228,0.05316,0.05124,0.15068,0.11188,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15068,0.11188,#DIV/0!,#DIV/0!,25.74993363,-0.30736
,,T392,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,sen,2,297,Tasmania_MC,TAS_Mt_Canopus,150312,0.67716,0.07530,0.06210,0.05048,0.16580,0.12282,,0,0,0,0,0,1,0.0,,,Top of sky pic is East instead of North.,,,,,,,,,,,,,,,,,,,,,,,,,0.16580,0.22782,#DIV/0!,0,25.92279855,0.32348
,,YG163,0,,grebux,grebux,-33.045,150.68326,,,Proteaceae,sen,1,153,Yengo_S,NSW_Yengo_S,140619,,0.06830,0.07160,0.06370,0.06893,0.05092,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06893,0.15774,#DIV/0!,#DIV/0!,26.1279559,-0.27253
,,QL421,0,,acahem,acahem,-19.04745,138.8575,,,Fabaceae,sen,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.21982,0.07810,0.05370,,0.08722,0.06402,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08722,0.06402,#DIV/0!,0,26.59940381,0.00080
,,KG040,0,,acalon,acalon,-33.6933,151.14541,,,Fabaceae,sen,2,46,Kuringai_MT_top,NSW_Kuringai_top,140604,0.28442,0.07562,0.05894,0.05546,0.09410,0.06902,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09410,0.06902,#DIV/0!,0,26.65249734,0.00030
,,QL443,0,,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,sen,2,442,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.35464,0.08658,0.07280,,0.19514,0.14046,,0,0,0,0,0,1,0.0,,No bead in tech rep 1,No bead in tech rep 1,,,,,,,,,,,,,,,,,,,,,,,,,0.19514,0.14046,#DIV/0!,0,28.02090807,0.00012
,,QL377,0,,aca?,acashi,-18.21837,142.27066,,,Fabaceae,sen,2,426,Croydon_QLD,QLD_Croydon,150822,0.13682,0.07050,,,0.06504,0.04676,,0,0,0,0,0,1,0.0,,Not enough tissue for reps 2 and 3,Not enough tissue for reps 2 and 3,,,,,,,,,,,,,,,,,,,,,,,,,0.06504,0.04676,#DIV/0!,0,28.10578106,0.00128
,,T277,0,,banmar,banmar,-42.1161,148.33585,,,Proteaceae,sen,1,243,Tasmania_FY,TAS_Freycinet,150311,0.23372,0.07514,0.05944,0.03330,0.06490,0.04660,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06490,0.03242,#DIV/0!,0,28.1972265,0.00094
,,QL429,0,,acahem,acahem,-19.04745,138.8575,,,Fabaceae,sen,3,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.34936,0.08240,0.07252,,0.19236,0.13792,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19236,0.13792,#DIV/0!,0,28.3011021,0.00208
,,T248,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,sen,3,284,Tasmania_BO,TAS_Bothwell,150309,0.27924,0.05900,0.06292,0.05242,0.10184,0.07300,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10184,0.2186,#DIV/0!,0,28.31893166,0.00306
,,YG134,0,,eucspa,eucspa,-32.78244,150.92318,,,Myrtaceae,sen,2,121,Yengo_N,NSW_Yengo_N,140608,0.99228,0.08906,0.06776,0.10640,0.72552,0.52006,,0,0,0,0,0,2,0.0,,stringy bark,"stringy bark. Previously labelled rep 2, probably mistakenly",,,,,,,,,,,,,,,,,,,,,,,,,0.72552,0.0873,#DIV/0!,0,28.31899879,0.00354
,,QL413,0,,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,sen,2,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.10812,0.07030,0.08514,,0.93736,0.66718,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93736,0.66718,#DIV/0!,0,28.82350431,0.01532
,,T387,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,sen,1,296,Tasmania_MC,TAS_Mt_Canopus,150312,0.44638,0.06408,0.05906,0.05850,1.09008,0.77202,,0,0,0,0,0,1,0.0,,,Top of sky pic is East instead of North.,,,,,,,,,,,,,,,,,,,,,,,,,1.09008,0.5071,#DIV/0!,0,29.17767503,-0.82534
21,21-43,T265,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,sen,1,265,Tasmania_FY,TAS_Freycinet,150310,0.30206,0.06242,0.06086,0.04968,0.12642,0.08918,8.3,27.47798451,1.715175793,1.672310137,1.36510627,3.473766801,1,8.6,,,,,,,,,,,,,,,0.9,6.453422914,750,664.5166609,,,,,50,1,56.4,,,0.12642,0.11906,256.7241991,38.95230771,29.45736434,0.00268
,,QL409,0,,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,sen,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.95990,0.10104,0.06380,,1.78304,1.25578,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78304,1.25578,#DIV/0!,0,29.5708453,0.01202
,,QL053,0,,acacel,acacel,-17.37241,145.74322,,,Fabaceae,sen,2,328,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.29846,0.07724,0.07256,0.06010,0.08622,0.06072,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08622,0.06072,#DIV/0!,0,29.57550452,0.00234
,,T383,0,,eucrub,eucrub,-42.84638,147.43151,,,Myrtaceae,sen,3,302,Tasmania_MC,TAS_Mt_Canopus,150312,0.35180,0.08854,0.08282,0.06428,0.11470,0.08032,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11470,0.1909,#DIV/0!,0,29.97384481,0.00146
21,21-45,T273,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,sen,3,267,Tasmania_FY,TAS_Freycinet,150310,0.27518,0.05736,0.06348,0.05626,0.09598,0.06656,8.733,31.73559125,1.820353514,2.014575333,1.785444364,3.045982048,1,9.1,,,,,,,,,,,,,,,0.8,9.015471135,750,624.7830596,,,,,50,1,60.0,,,0.09598,0.12338,218.5173745,45.76295144,30.65221921,0.00210
,,KG100,0,,anghis,angcos,-33.67856,151.14825,,,Myrtaceae,sen,1,85,Kuringai_MT_bottom,NSW_Kuringai_bottom,140612,0.54998,0.07960,0.06444,0.05548,0.34704,0.23984,16.74,30.43747045,2.422822648,1.961390596,1.688670861,10.56301975,2,9.8,0.151477566,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34704,0.23984,227.0562829,44.04194357,30.88981097,0.00342
,,QL302,0,,euc? (stringy bark),eucmed,-18.29734,145.48915,,,Myrtaceae,sen,2,414,Princess_Hill_QLD,QLD_Princess_Hill,150819,0.50432,0.07348,0.05788,0.07132,0.29702,0.20294,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29702,0.20294,#DIV/0!,0,31.6746347,0.00462
,,T056,0,,eucdel,eucdel,-42.91482,147.24619,727,732,Myrtaceae,sen,2,208,Tasmania_MW,TAS_The_Springs,150302,1.03998,0.06170,0.05614,0.05520,0.86514,0.58760,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86514,0.61498,#DIV/0!,0,32.08035694,0.00180
,,KG116,0,,eucobl,eucobl,-33.68188,151.14428,,,Myrtaceae,sen,2,89,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,0.81626,0.05842,0.06372,0.05540,0.62804,0.42644,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62804,0.42644,#DIV/0!,0,32.09986625,0.01068
17,17-20,T368,0,,acagen,acagen,-43.0403,147.94647,,,Fabaceae,old,2,278,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.27934,0.06634,0.06864,0.05070,0.08294,0.05628,7.592,27.17834897,1.80301167,1.865521873,1.377942293,2.254172263,1,9.0,0.251898354,,,,,,,,,,,,,,2.8,5.474334147,750,2084.484768,,,,,50,1,18.0,,,0.08294,0.05862,249.6703598,40.05281207,32.14371835,0.01072
25,25-40,RH053,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,old,3,319,Round_Hill,NSW_Round_Hill,150406,0.62446,0.07726,0.08428,0.08224,0.37862,0.25682,15.81,25.31787464,1.956058995,2.133790475,2.082142011,9.585853698,1,9.8,0.368187013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37862,0.14788,267.9156266,37.32518378,32.1694575,0.00206
,,QL357,0,,grepar,grepar,-18.21837,142.27066,,,Proteaceae,sen,3,420,Croydon_QLD,QLD_Croydon,150822,0.58958,0.07334,0.07886,0.09240,0.33930,0.22984,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33930,0.22984,#DIV/0!,0,32.2605364,0.00568
28,28-07,RH052,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,mid,3,319,Round_Hill,NSW_Round_Hill,150406,0.44030,0.08706,0.07618,0.05516,0.21982,0.14788,10.872,24.69225528,2.149707745,1.881056007,1.362024801,5.427851556,1,10.7,0.605743014,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21982,0.14836,272.446655,36.70443303,32.72677645,0.00208
,,QL433,0,,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,sen,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.32148,0.06828,0.07234,,0.17942,0.12010,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17942,0.1201,#DIV/0!,0,33.06208895,0.00144
,,T355,0,,lomtin,lomtin,-43.04191,147.95053,,,Proteaceae,sen,1,274,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.52590,0.09464,0.09694,0.07474,0.25622,0.17132,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25622,0.0614,#DIV/0!,0,33.13558661,0.00336
20,20-27,QL424,0,,acahem,acahem,-19.04745,138.8575,,,Fabaceae,old,2,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.19334,0.05200,0.04862,0.04546,0.04682,0.03126,5.164,26.70942381,1.388890038,1.298612186,1.214210407,1.250535223,1,6.9,0.790330434,,,,,,,,,,,,,,3.4,3.336238531,750,2526.724983,,,,,50,1,14.8,,,0.04682,0.03126,249.972967,40.00432575,33.23366083,0.00044
29,29-28,RH077,0,,hakleu,hakleu,-30.81876,141.7987,,,Proteaceae,old,1,none,Round_Hill,NSW_Fowlers_Gap,150409,0.78840,0.08380,0.07476,0.06998,0.55896,0.37232,4.771,6.051496702,0.507115424,0.452409893,0.423483739,3.382544597,1,2.5,0.772178928,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55896,0.18374,1100.709804,9.085046725,33.39058251,0.00090
,,RH058,0,,eucsoc,eucsoc,-33.03783,146.20221,,,Myrtaceae,sen,2,324,Round_Hill,NSW_Round_Hill,150406,0.45584,0.05384,0.06852,0.06224,0.26552,0.17686,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26552,0.20088,#DIV/0!,0,33.39108165,0.00572
,,QL220,0,,euc? (ironbark),eucatr,-18.23223,145.53238,,,Myrtaceae,sen,1,391,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.78918,0.09498,0.07380,0.08970,0.52532,0.34986,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52532,0.34986,#DIV/0!,0,33.40059392,0.00538
,,YG078,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,sen,2,110,Yengo_N,NSW_Yengo_N,140525,0.62582,0.09848,0.07676,0.08870,0.35808,0.23832,,0,0,0,0,0,2,0.0,,will not use this sample,will not use this sample,,,,,,,,,,,,,,,,,,,,,,,,,0.35808,0.16214,#DIV/0!,0,33.44504021,0.00380
30,30-26,RH047,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,new,2,318,Round_Hill,NSW_Round_Hill,150406,0.38522,0.05618,0.06594,0.06516,0.18868,0.12546,9.517,24.70536317,1.387947303,1.629071647,1.609801464,4.661407923,1,6.9,0.855980068,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18868,0.38048,269.1461509,37.15453469,33.50646597,0.00926
,,YG001,0,,gremuc,gremuc,-32.78244,150.92318,,,Proteaceae,sen,1,107,Yengo_N,NSW_Yengo_N,140419,,0.06300,0.06200,0.05200,0.04200,0.02790,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04200,0.05172,#DIV/0!,#DIV/0!,33.57142857,-0.21900
30,30-30,RH051,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,new,3,319,Round_Hill,NSW_Round_Hill,150406,0.49188,0.07708,0.09736,0.09270,0.22364,0.14836,12.071,24.54053834,1.891584695,2.389266813,2.274907904,5.488245995,1,9.5,0.885664632,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22364,0.15334,270.32316,36.99276082,33.66124128,0.00110
28,28-28,RH076,0,,hakleu,hakleu,-30.81876,141.7987,,,Proteaceae,mid,1,none,Round_Hill,NSW_Fowlers_Gap,150409,0.60636,0.09510,0.11252,0.12086,0.27746,0.18374,3.529,5.819974932,0.553479616,0.654863579,0.70340217,1.614810245,1,2.8,0.672577237,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27746,0.18956,1137.84267,8.788561254,33.77784185,0.00042
12,12-37,T050,0,,eucdel,eucdel,-42.91482,147.24619,727,732,Myrtaceae,mid,1,206,Tasmania_MW,TAS_The_Springs,150302,2.31976,0.08340,0.08424,0.09088,1.12198,0.74126,43.202,18.62347829,1.553198089,1.568841811,1.692501707,20.89517017,1,7.8,0.824799956,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.9,7.311553409,750,2143.356651,25.69972004,,1.379963487,,50,1,17.5,20/05/2016,8,1.12198,0.4206,354.7518368,28.18871944,33.93286868,0.93926
,,YG194,0,,grebux,grebux,-33.045,150.68326,,,Proteaceae,sen,3,152,Yengo_S,NSW_Yengo_S,140623,,0.05292,0.04960,0.06206,0.06704,0.04412,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06704,0.06844,#DIV/0!,#DIV/0!,34.18854415,-0.23162
,,T252,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,sen,2,285,Tasmania_BO,TAS_Bothwell,150309,0.66616,0.07786,0.06860,0.09260,0.42196,0.27626,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42196,0.10766,#DIV/0!,0,34.52933927,0.00514
26,26-13,RH044,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,mid,1,317,Round_Hill,NSW_Round_Hill,150406,0.25816,0.05888,0.05706,0.06712,0.07396,0.04832,6.721,26.03424233,1.532896188,1.485513867,1.747418345,1.925492563,1,7.7,0.413468148,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07396,0.03508,250.9487751,39.84876992,34.66738778,0.00114
,,KG044,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,sen,2,39,Kuringai_MT_top,NSW_Kuringai_top,140604,0.22184,0.05164,0.05070,0.04930,0.06946,0.04532,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06946,0.04532,#DIV/0!,0,34.75381515,0.00074
,,QL183,0,,banpla,banaqu,-17.92181,146.01045,,,Proteaceae,sen,3,384,Mission_Beach_QLD,QLD_Mt_Mackay,150812,0.66588,0.05926,0.05582,0.05434,0.49420,0.32134,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49420,0.32134,#DIV/0!,0,34.9777418,0.00226
27,27-36,RH048,0,,greane,greane,-33.00208,146.16899,,,Proteaceae,mid,2,318,Round_Hill,NSW_Round_Hill,150406,0.34366,0.07550,0.05628,0.06650,0.13772,0.08954,8.604,25.03637316,1.890246174,1.409047081,1.664918815,3.448009312,1,9.5,0.571370066,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13772,0.12546,259.6860736,38.50803341,34.98402556,0.00766
32,32-04,RH043,1,1,greane,greane,-33.00208,146.16899,,,Proteaceae,new,1,317,Round_Hill,NSW_Round_Hill,150406,0.22306,0.05530,0.05604,0.05782,0.05402,0.03508,6.169,27.65623599,1.52938985,1.549855465,1.599083565,1.493989868,,0.0,0.126911578,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.05402,0.03366,234.8074826,42.58808062,35.06108849,-0.00012
29,29-43,RH083,0,,hakleu,hakleu,-30.81876,141.7987,,,Proteaceae,old,3,none,Round_Hill,NSW_Fowlers_Gap,150409,0.58466,0.09502,0.08180,0.09008,0.31694,0.20572,3.284,5.61693976,0.533721616,0.459465672,0.505973934,1.780232887,1,2.7,0.815676875,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31694,0.24972,1155.579146,8.65366949,35.09181549,0.00082
,,KG120,0,,anghis,angcos,-33.67856,151.14825,,,Myrtaceae,sen,2,81,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,0.66038,0.07372,0.06360,0.05238,0.46416,0.30104,17.771,26.91026379,1.983824646,1.711492777,1.409559617,12.49066804,2,8.6,0.771255394,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46416,0.30104,241.0119291,41.49172216,35.14305412,0.00652
26,26-01,RH067,0,,greill,greill,-33.03783,146.20221,,,Proteaceae,mid,1,320,Round_Hill,NSW_Round_Hill,150406,0.62560,0.06402,0.06528,0.05974,0.43354,0.28038,14.912,23.83631714,1.526001023,1.556034783,1.423981586,10.33399693,1,7.6,0.39039557,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43354,0.16726,271.3180601,36.85711153,35.32776676,0.00302
30,30-02,RH080,0,,hakleu,hakleu,-30.81876,141.7987,,,Proteaceae,old,2,none,Round_Hill,NSW_Fowlers_Gap,150409,0.64392,0.10562,0.07928,0.08764,0.37070,0.23936,3.705,5.75382035,0.607718505,0.456162877,0.504264816,2.132941204,1,3.0,0.834710077,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37070,0.22362,1122.206274,8.91101773,35.43026706,0.00068
9,9-28,RH098,0,,euc?,eucgil,-31.0831,141.71401,,,Myrtaceae,old,1,none?,Round_Hill,NSW_Fowlers_Gap,150409,0.41444,0.05262,0.06064,0.07060,0.22480,0.14508,6.489,15.65727246,0.823885677,0.949457002,1.105403436,3.51975485,1,4.1,0.374802213,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,1.2,3.706377052,750,873.4990588,16.60013415,,1.06021877,,50,1,42.9,23/05/2016,11,0.22480,0.12286,412.1877977,24.26078612,35.46263345,0.00578
26,26-24,QL463,0,,hakarb,hakarb,-18.71986,138.52217,,,Proteaceae,new,2,442,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,0.35210,0.07022,0.06588,0.07468,0.13396,0.08640,7.581,21.53081511,1.511893837,1.418450099,1.607921272,2.884267992,1,7.6,0.44021756,No bead in tech rep 1,No bead in tech rep 1,,,,,,,,,,,,,,,,,,,,,,,,,0.13396,0.0864,299.5560754,33.38273139,35.50313526,0.00736
,,RH105,0,,grestr,grestr,-31.29606,142.27874,,,Proteaceae,sen,1,none,Round_Hill,NSW_Mutawintji,150410,0.50524,0.10108,0.07878,0.09168,0.23238,0.14972,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23238,0.16346,#DIV/0!,0,35.57104742,0.00132
29,29-04,KG012,0,,haklae,haklae,-33.6933,151.14541,,,Proteaceae,new,1,53,Kuringai_MT_top,NSW_Kuringai_top,140603,0.48058,0.06036,0.05316,0.05798,0.30412,0.19590,7.917,16.47384411,0.99436123,0.875749553,0.955153481,5.010025469,2,4.4,0.728285711,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30412,0.1959,391.0159763,25.5744026,35.58463764,0.00496
29,29-08,QL363,0,,grestr,grestr,-18.21837,142.27066,,,Proteaceae,mid,2,423,Croydon_QLD,QLD_Croydon,150822,1.17792,0.09144,0.08820,0.07300,0.92268,0.59354,18.709,15.88308204,1.452349022,1.400887836,1.159464989,14.65500214,1,7.3,0.732861055,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92268,0.59354,405.0084704,24.69084163,35.67217237,0.00260
